x,y,dx_pix,dy_pix,u_kmh,v_kmh,speed_kmh,corr,corr_margin,height_km,qc_basic,qc_consistency,qc_final,du_error_kmh,dv_error_kmh,vector_error_kmh,u_true_kmh,v_true_kmh
134.0,86.0,2.4464498841660625,0.4825926587493635,58.7147972199855,-11.582223809984725,59.846264051890444,0.9818933252611406,0.0006065991878035915,4.103119841818836,False,False,False,-3.5095834879676815,-2.860054851400214,4.527371203251761,62.22438070795318,-8.722168958584511
150.0,86.0,1.8316625620273765,0.326647464461864,43.95990148865704,-7.839539147084736,44.65345801761724,0.9920648589399529,0.004737251517495378,3.048911401437953,False,False,False,-5.410321467971933,-1.2342061219320755,5.5493101497584885,49.37022295662897,-6.60533302515266
22.0,102.0,1.692581486062468,0.0368418329651452,40.621955665499236,-0.8842039911634848,40.63157760643531,0.9746871812020566,0.009373831074111716,2.8551206789553922,False,False,False,-0.5101810213361802,-4.68170010574419,4.709416158576006,41.132136686835416,3.7974961145807047
38.0,102.0,1.616367718091528,-0.039251236062149523,38.79282523419667,0.9420296654915886,38.804261486872704,0.9865110008292118,0.0029112009531468974,3.3987230906747308,False,False,False,0.4168880393635561,5.349121391464164,5.365342048554212,38.375937194833114,-4.407091725972576
54.0,102.0,1.9546671341898691,0.03437698171727833,46.91201122055686,-0.8250475612146799,46.91926576829522,0.9919353347103684,0.007216077224672657,4.625723028321961,False,False,False,3.339077527561784,9.361000697528205,9.938700759867542,43.57293369299508,-10.186048258742884
70.0,102.0,1.9457452560245863,0.4963320182365572,46.69788614459007,-11.911968437677373,48.19323150021504,0.982477111096853,0.0001749516453005695,4.7557291220253965,False,False,False,-7.592863287016314,0.5762558354205431,7.614699185337291,54.290749431606386,-12.488224273097916
86.0,102.0,1.848301219729501,0.7811754436555975,44.35922927350803,-18.748210647734343,48.158453299825474,0.985157427743794,0.01207579756480437,4.556442846414469,False,False,False,-6.360366418260121,0.04930574865027282,6.360557525200211,50.71959569176815,-18.797516396384616
102.0,102.0,1.873658784409254,0.7992884325228546,44.9678108258221,-19.18292238054851,48.888531595099806,0.9896449605740778,0.0079242980782116,4.36427480575117,False,False,False,-0.3725197578389938,2.7289684385912203,2.7542766216935117,45.34033058366109,-21.91189081913973
118.0,102.0,2.4588943025181957,0.3769435397708573,59.0134632604367,-9.046644954500577,59.70285278714664,0.9842143680907882,0.0004451144582285904,4.449126137624703,False,False,False,8.748434519440345,6.84682787477772,11.10919252186083,50.26502874099636,-15.893472829278297
134.0,102.0,2.723934244861822,0.059142463278105246,65.37442187668373,-1.419419118674526,65.38982937999673,0.9914468935768812,0.00860343312979972,6.567254189913374,False,False,False,-13.493833168089793,-6.092155648624448,14.805333296326259,78.86825504477352,4.672736529949923
150.0,102.0,2.002957974186727,-0.13124979242533588,48.07099138048145,3.1499950182080614,48.174087234913515,0.996706049712433,0.003895334552124874,5.418754475372715,False,False,False,-2.040532118278726,3.9660013261993594,4.4601499801175,50.11152349876018,-0.816006307991298
166.0,102.0,1.4137300438314746,-0.09639474891897326,33.92952105195539,2.3134739740553583,34.00830134899001,0.9630395690907925,0.006415234844534434,2.2028869370989694,False,False,False,2.569030656695645,4.669277790029901,5.329359585870386,31.360490395259745,-2.355803815974543
22.0,118.0,1.0141487913707583,0.11841283765019864,24.3395709928982,-2.8419081036047675,24.50492109327565,0.972746866295212,0.030839022795858706,2.3545533853220295,True,True,True,-0.36205416957752234,-3.666108677244475,3.6839430037767555,24.70162516247572,0.8242005736397076
